sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0.071942931,0.168160153,0.10142993300000001,0.21673975199999998,0.11530981900000001,0.979442275,3.9742226260000004,0.9652491390000001,0.7336928779999999,0.09635843699999999,0.157020511,0.08889398300000001,0.022068966000000002,0.117647059,0.460227273,0.0078125,2.8125,2.8046875,0.2,1.0
0.077053993,0.127526596,0.08731383,0.202739362,0.115425532,1.626769867,6.291365079,0.966003775,0.752042013,0.012101064,0.138550521,0.104199319,0.019138756,0.262295082,0.24609375,0.0078125,2.71875,2.7109375,0.132351372,1.0
0.080876707,0.12426250800000001,0.08314489900000001,0.209226771,0.12608187099999998,1.378728204,5.008951625,0.963513528,0.736149955,0.108434048,0.137342742,0.09264401900000001,0.016789087,0.213333333,0.481670673,0.015625,5.015625,5.0,0.0885,1.0
0.060042055,0.19095320600000001,0.128838821,0.22953206199999998,0.100693241,1.369430458,5.475599787999999,0.93744576,0.537079995,0.21982669,0.18122545899999998,0.131503722,0.025,0.275862069,1.277113971,0.0078125,2.8046875,2.796875,0.41655027899999997,1.0
0.06698235,0.19123252899999998,0.129148666,0.240152478,0.111003812,3.5681040239999997,35.38474845,0.940332623,0.571394202,0.049987294,0.18311528100000002,0.102798695,0.020833333,0.275862069,1.245738636,0.203125,6.7421875,6.5390625,0.139331768,1.0
0.069411045,0.190874107,0.11560197900000001,0.22827927399999998,0.112677295,4.48503835,61.76490831,0.950972025,0.6351991779999999,0.050027487999999995,0.174272105,0.102045991,0.018327606,0.246153846,1.621299342,0.0078125,7.0,6.9921875,0.209310987,1.0
0.065790282,0.207950987,0.13228046300000001,0.244356705,0.11207624199999999,1.562303683,7.834349886,0.938546013,0.538809584,0.05012934,0.190846298,0.113322801,0.01754386,0.275862069,1.4341145830000002,0.0078125,6.3203125,6.3125,0.254779788,1.0
0.07487157,0.15280665300000001,0.122390852,0.24361746399999998,0.121226611,3.207169827,25.76556494,0.9369535370000001,0.586419514,0.05995842,0.17124697100000003,0.079718312,0.015670911000000003,0.262295082,0.106279481,0.0078125,0.5703125,0.5625,0.138354701,1.0
0.074120817,0.145618472,0.11575591,0.239824079,0.124068169,2.7043347289999997,18.484702600000002,0.93452338,0.559742318,0.060032985,0.16834594600000002,0.083484022,0.015717092,0.231884058,0.1465625,0.0078125,3.125,3.1171875,0.059536597000000004,1.0
0.07335151200000001,0.153568557,0.12368021400000001,0.24423403300000002,0.120553819,2.804974885,20.85754316,0.930916893,0.5182685570000001,0.060026798,0.173631376,0.09012953900000001,0.015701668000000002,0.21052631600000002,0.193044355,0.0078125,2.8203125,2.8125,0.06812386200000001,1.0
0.076902583,0.177736289,0.12007001199999999,0.245367561,0.12529755,2.967765093,20.0781147,0.9255393270000001,0.523081123,0.059953325999999994,0.172754287,0.09357351300000001,0.015763547,0.2,0.23587740399999998,0.0078125,0.71875,0.7109375,0.235069279,1.0
0.074369304,0.16929881300000002,0.128673139,0.254174757,0.125501618,2.587324534,12.28143192,0.91528412,0.475317471,0.05995685,0.181015394,0.09864341,0.016145308,0.275862069,0.20984375,0.0078125,3.6953125,3.6875,0.059939972,1.0
0.072448898,0.14554252199999998,0.11392961900000001,0.22744868,0.11351906199999999,3.58764999,28.65378051,0.9270146779999999,0.542422404,0.059941349000000005,0.163535853,0.06254164400000001,0.015686275,0.19753086399999997,0.059621710999999994,0.0078125,0.4453125,0.4375,0.09169884199999999,1.0
0.07510494599999999,0.14605299900000002,0.12398884199999999,0.250125523,0.126136681,2.816792918,13.764582199999998,0.913832254,0.487965716,0.059944212000000004,0.170212798,0.077698415,0.015701668000000002,0.19277108399999998,0.1015625,0.0078125,0.5625,0.5546875,0.16179126,1.0
0.076614764,0.144823806,0.120924041,0.23724354,0.116319499,6.253208252,85.49192569,0.933029647,0.567423614,0.060078309,0.16042247699999998,0.098944146,0.016096579,0.275862069,0.206756162,0.0078125,3.953125,3.9453125,0.073889675,1.0
0.07536177200000001,0.14701847,0.118698329,0.24047493399999997,0.121776605,4.208608405,43.68188543,0.94066879,0.604020485,0.05996482,0.16469983800000002,0.08296261099999999,0.015640274,0.253968254,0.143353175,0.0078125,1.0625,1.0546875,0.125925926,1.0
0.075634514,0.186467577,0.116706485,0.238549488,0.121843003,4.269922678,45.89524782,0.9294980420000001,0.543708544,0.05996587,0.169578801,0.082451321,0.01621074,0.271186441,0.1484375,0.0078125,3.609375,3.6015625,0.050840564000000005,1.0
0.071778152,0.143168483,0.125800503,0.248315172,0.122514669,3.079273395,14.34029884,0.9022752559999999,0.47774572299999996,0.12814752699999998,0.16902100399999997,0.130598328,0.015841584,0.22535211300000002,0.3353125,0.0078125,0.7109375,0.703125,0.39735449700000003,1.0
0.07284123,0.14173913,0.12217391300000001,0.24,0.117826087,2.192126246,8.152409785,0.9137634929999999,0.53947909,0.134782609,0.167340239,0.120052184,0.016243655,0.262295082,0.298677885,0.0078125,0.6796875,0.671875,0.384778013,1.0
0.070866998,0.142385321,0.129541284,0.252477064,0.12293578,2.7999689439999997,12.19036052,0.8531148940000001,0.31342645,0.13357798199999998,0.180527821,0.126607441,0.017039403999999998,0.177777778,0.234863281,0.0078125,0.5078125,0.5,0.329241071,1.0
0.07403113,0.158064516,0.09273118300000001,0.21436559100000002,0.121634409,0.885701648,3.5239818560000002,0.973217842,0.807551708,0.21677419399999998,0.153039048,0.06740749900000001,0.016260163,0.205128205,0.2615625,0.0078125,1.0234375,1.015625,0.191346154,1.0
0.075961168,0.142781457,0.122075055,0.24507726300000002,0.123002208,3.281847964,16.61948169,0.9157848690000001,0.560406695,0.127019868,0.16665949900000002,0.127719891,0.017278618,0.275862069,0.274502841,0.0078125,0.6328125,0.625,0.3325,1.0
0.071651533,0.144191617,0.131057884,0.25652694600000003,0.125469062,3.736487284,21.66666873,0.876748955,0.40390956,0.13441117800000002,0.17565942899999998,0.132726096,0.016563147,0.228571429,0.2578125,0.0078125,0.6484375,0.640625,0.203436807,1.0
0.07153283099999999,0.146470588,0.12352941199999999,0.24705882399999998,0.12352941199999999,2.5767320419999997,10.11012486,0.875391519,0.43670621,0.12,0.174825733,0.124684802,0.016753927,0.25,0.799005682,0.0078125,4.171875,4.1640625,0.205816135,1.0
0.073121844,0.140183486,0.12770642199999999,0.25284403699999997,0.125137615,3.263039755,16.42405465,0.8756111109999999,0.41483888399999996,0.133211009,0.17406461399999998,0.12453318599999999,0.016343207,0.231884058,0.24494485300000002,0.0078125,0.6328125,0.625,0.4225,1.0
0.07527310400000001,0.146853147,0.121398601,0.23937062899999997,0.117972028,1.993500516,6.870351177000001,0.921132353,0.5825310220000001,0.133636364,0.159530491,0.120254421,0.018411968,0.16842105300000001,0.37286931799999995,0.0078125,2.609375,2.6015625,0.216816817,1.0
0.067219927,0.157239513,0.136021651,0.20952638699999998,0.073504736,1.93606513,6.3346257989999994,0.903982305,0.48288605,0.134506089,0.167648361,0.142748251,0.016614746,0.262295082,0.239583333,0.0078125,0.6015625,0.59375,0.34758771899999996,1.0
0.071504543,0.14562043800000002,0.132846715,0.252408759,0.119562044,4.504440541,31.07841702,0.878206881,0.47004435,0.135912409,0.17243638600000002,0.13890387099999998,0.12121212099999999,0.17204301100000002,0.2609375,0.1328125,0.5546875,0.421875,0.232510288,1.0
0.065952332,0.142770664,0.134295693,0.20698486600000002,0.072689173,4.344838338,26.58960548,0.869835696,0.429785659,0.137555297,0.162981116,0.131376326,0.016771488,0.181818182,0.187890625,0.0078125,0.6875,0.6796875,0.255427842,1.0
0.072023008,0.146003899,0.128810916,0.24588694,0.117076023,2.7459513380000002,11.78429743,0.911850753,0.5146006679999999,0.132358674,0.170209848,0.127529186,0.016161616,0.25,0.328464674,0.0078125,0.9140625,0.90625,0.171551724,1.0
0.068428139,0.145321955,0.131202483,0.24611326600000002,0.114910784,2.930439972,13.72613482,0.893569585,0.42425444799999995,0.137067494,0.171400807,0.141183375,0.015841584,0.262295082,0.313657407,0.0078125,0.6953125,0.6875,0.273221344,1.0
0.068160816,0.12146675,0.097103791,0.213349907,0.116246116,2.603394147,13.26585098,0.940658898,0.611977349,0.121292728,0.146886154,0.081563761,0.015936255,0.24242424199999998,0.346768466,0.0078125,4.1796875,4.171875,0.095070116,1.0
0.064488516,0.160123648,0.116846986,0.22958268899999998,0.112735703,2.117203042,8.939176207000001,0.937848763,0.592123294,0.121391036,0.166763785,0.10168148099999999,0.015640274,0.253968254,0.41953125,0.0078125,2.8203125,2.8125,0.09957265,1.0
0.066495859,0.145158831,0.099085133,0.21151207100000002,0.112426938,2.352593909,13.90793203,0.9463490090000001,0.6292715729999999,0.121321474,0.15369186099999999,0.09559711800000001,0.015920398,0.24242424199999998,0.607610887,0.0859375,4.7265625,4.640625,0.120310245,1.0
0.068873401,0.167917889,0.115982405,0.22806451600000002,0.112082111,2.319626258,8.564218273,0.926521541,0.5676209720000001,0.121319648,0.16801133899999998,0.10171892800000001,0.016,0.262295082,0.20415296100000002,0.0078125,0.625,0.6171875,0.231953472,1.0
0.068117184,0.12989278099999998,0.09486776300000001,0.200343102,0.10547534,3.2684749460000004,22.89644491,0.942626112,0.6358529829999999,0.121286633,0.14828138300000002,0.09753160699999999,0.015810277,0.275862069,0.715745192,0.0078125,5.2265625,5.21875,0.139221557,1.0
0.066216652,0.133302217,0.11108518099999999,0.22445741,0.113372229,3.019164195,17.53642513,0.932415159,0.5679134889999999,0.121213536,0.158595955,0.080459827,0.016064257,0.26666666699999997,0.264128989,0.0078125,1.3359375,1.328125,0.182097187,1.0
0.070030717,0.14412111,0.110681245,0.22748528199999998,0.116804037,1.6995287540000001,7.628756036,0.94838344,0.632579315,0.121278385,0.163643182,0.05556534900000001,0.016276704,0.213333333,0.162642045,0.03125,0.671875,0.640625,0.116234756,1.0
0.067564057,0.16106194699999998,0.10445200800000001,0.219196732,0.114744724,1.9396625330000001,8.20383208,0.942189913,0.613578163,0.12122532300000001,0.158656925,0.101394916,0.015779093,0.275862069,0.467797256,0.0078125,6.8828125,6.875,0.0909375,1.0
0.072420663,0.119852399,0.086531365,0.200701107,0.11416974199999999,2.0109933019999997,10.26207404,0.963294373,0.7270472240000001,0.059926199000000006,0.13789282,0.076307418,0.01621074,0.128,0.505859375,0.03125,4.6640625,4.6328125,0.17303728699999998,1.0
0.074163591,0.127850099,0.08891518699999999,0.206272189,0.11735700199999999,1.55226944,7.230187946,0.9666848720000001,0.753187642,0.06019723900000001,0.142715585,0.09887255699999999,0.018735363,0.207792208,0.8532986109999999,0.0078125,4.6640625,4.65625,0.21298855100000003,1.0
0.072095147,0.112927013,0.087644846,0.20036117399999998,0.112716328,3.421779437,19.133217300000002,0.948417347,0.6829877120000001,0.10260346099999999,0.135052914,0.09075105800000001,0.017241378999999998,0.2,0.6153125,0.015625,4.4453125,4.4296875,0.217151675,1.0
0.072861395,0.124879288,0.09072426900000001,0.201194409,0.11047014,2.2641149869999997,13.0822968,0.9648729090000001,0.734290427,0.060127065,0.14146076,0.10139476,0.021798365,0.235294118,0.896282328,0.0078125,5.15625,5.1484375,0.239138987,1.0
0.074404048,0.13420617,0.09059443199999999,0.202046652,0.11145222,2.052550657,10.94130568,0.966588205,0.7447998709999999,0.060045147,0.141280115,0.10931955900000001,0.026711185,0.228571429,0.9746875,0.0390625,5.828125,5.7890625,0.16801619399999998,1.0
0.072191575,0.144592094,0.102439024,0.21947855300000002,0.117039529,1.75889252,7.132438447,0.954710869,0.684616797,0.060050463,0.15385120300000002,0.11225641,0.024729521,0.275862069,0.628700658,0.0078125,2.703125,2.6953125,0.206763285,1.0
0.077006409,0.137947214,0.087859238,0.211847507,0.12398827,2.111480565,11.53571611,0.964925488,0.739368357,0.059941349000000005,0.145640705,0.103669506,0.015670911000000003,0.275862069,0.9204799109999999,0.0078125,5.4296875,5.421875,0.270946739,1.0
0.076591817,0.135571776,0.090608273,0.207615572,0.11700729900000001,2.797501935,29.5536466,0.9719074059999999,0.763638169,0.059951338,0.144858407,0.10324956,0.021276596000000002,0.26666666699999997,0.791666667,0.0078125,4.9921875,4.984375,0.15967868300000002,1.0
0.086850112,0.118237046,0.030684932,0.215294818,0.184609887,2.062324056,8.465573512999999,0.9316606890000001,0.549217694,0.117903514,0.121683363,0.130887525,0.020356233999999997,0.271186441,0.583417339,0.0078125,3.7265625,3.71875,0.25322128899999996,1.0
0.086412331,0.126722455,0.049986052999999996,0.22884239899999997,0.17885634600000003,1.3882763280000001,5.00901655,0.952514069,0.659813836,0.114811715,0.135649932,0.13431421300000002,0.060836502,0.25,1.10875,0.0078125,4.296875,4.2890625,0.369266435,1.0
0.07283457,0.081725176,0.044092277,0.144353059,0.10026078199999999,0.529583803,2.068455491,0.9701941620000001,0.754552205,0.011654965,0.10039941699999999,0.117359321,0.015936255,0.262295082,1.086759868,0.0078125,4.34375,4.3359375,0.344864865,1.0
0.080116695,0.11419112099999999,0.057306245,0.201414597,0.144108352,2.377389656,10.55072017,0.9484959279999999,0.6706330079999999,0.11187358900000001,0.125087547,0.11474272599999999,0.024390244,0.271186441,0.560032895,0.0078125,4.296875,4.2890625,0.226674762,1.0
0.070275487,0.12386879699999999,0.101732548,0.211236333,0.109503785,1.793199734,6.661533402000001,0.942278587,0.610170821,0.106442389,0.143486162,0.120815369,0.033333333,0.26666666699999997,1.116666667,0.09375,4.5625,4.46875,0.35032275399999996,1.0
0.08544738800000001,0.12535279800000002,0.09622871,0.23265206800000002,0.136423358,1.9361265319999998,7.989100746,0.940729134,0.585174796,0.113090024,0.14319683,0.110260303,0.02725724,0.262295082,0.6527777779999999,0.0078125,4.5703125,4.5625,0.18739726,1.0
0.087864043,0.12972059800000002,0.088966862,0.233788174,0.144821313,1.4587988369999998,5.0103793660000004,0.9465953659999999,0.621392074,0.11589343699999999,0.145532381,0.10380313699999999,0.015686275,0.275862069,0.7063419120000001,0.0078125,4.9765625,4.96875,0.166809605,1.0
0.08443229099999999,0.143149016,0.112314902,0.249428304,0.137113402,1.578563282,5.179448806,0.9434046690000001,0.595127964,0.268978444,0.162065429,0.117022269,0.016528926,0.25,0.599144345,0.0078125,4.578125,4.5703125,0.18921762,1.0
0.083106899,0.129292352,0.09807005,0.228162974,0.130092924,1.831167575,7.1587651039999995,0.946134059,0.6316889760000001,0.11248034300000001,0.14296123300000002,0.13173357300000002,0.054054054000000004,0.25,0.410546875,0.0078125,2.71875,2.7109375,0.156377977,1.0
0.080922189,0.124304933,0.09715246599999999,0.222242152,0.125089686,1.724297837,6.313516506,0.9499588959999999,0.646653047,0.109394619,0.141153447,0.117297836,0.018867925,0.258064516,0.639616935,0.0078125,4.0625,4.0546875,0.187230084,1.0
0.047177727,0.161802155,0.135475024,0.18072478,0.045249755,3.961908362,24.41962179,0.880375253,0.34430731200000003,0.16619001,0.167334035,0.141810406,0.016032064,0.253968254,0.578125,0.125,6.921875,6.796875,0.02164751,1.0
0.052593589,0.163262195,0.12847561,0.19036585399999997,0.061890244000000004,1.919229523,7.131328752999999,0.920512709,0.403865808,0.166890244,0.167850312,0.121546254,0.015952143999999998,0.262295082,0.813179348,0.0703125,6.5703125,6.5,0.074188702,1.0
0.054289442,0.17677188800000002,0.14642048800000002,0.21662894600000002,0.070208457,1.60173918,5.2237863319999995,0.910320915,0.35802307299999997,0.165265039,0.18509843899999998,0.130983328,0.016161616,0.26666666699999997,0.568287037,0.0078125,5.140625,5.1328125,0.095826991,1.0
0.05888337,0.15993403,0.125607477,0.200879604,0.075272128,2.5315003959999998,11.50948543,0.9236401190000001,0.485117754,0.126838922,0.16776153800000002,0.132089064,0.018539977,0.253968254,1.0485197370000001,0.0078125,6.84375,6.8359375,0.058373626,1.0
0.061286735,0.14869138,0.125556052,0.23347923199999998,0.10792318,2.7895933530000003,13.53751456,0.909836671,0.39532816600000004,0.129557838,0.17109350199999998,0.132075365,0.026186578999999998,0.202531646,0.299278846,0.0078125,0.6796875,0.671875,0.201550388,1.0
0.064425673,0.181705115,0.107562688,0.22074222699999999,0.11317953900000001,1.870943526,8.381557142,0.934858126,0.520926005,0.09225677,0.167083054,0.10262643800000001,0.020833333,0.25,0.637834821,0.21875,5.203125,4.984375,0.021943574,1.0
0.053066217,0.210058873,0.185332212,0.236198486,0.050866274,1.840901444,6.006800909,0.907683136,0.386818469,0.0,0.200830145,0.165155381,0.015763547,0.271186441,1.067057292,0.0703125,5.59375,5.5234375,0.336376495,1.0
0.066633153,0.102873481,0.08506075800000001,0.197140815,0.112080057,4.07821686,25.66321559,0.9122157609999999,0.507886201,0.084260186,0.13709564300000002,0.081164739,0.016666667,0.262295082,0.1953125,0.0078125,2.171875,2.1640625,0.046060002,1.0
0.051695724000000005,0.191410419,0.156899619,0.22058449800000002,0.063684879,1.461858806,5.360318927,0.918001245,0.362344276,0.0,0.190324563,0.152012545,0.021136062999999997,0.246153846,0.8845486109999999,0.0078125,6.71875,6.7109375,0.211734575,1.0
0.056499407,0.176109385,0.14304537,0.24763207,0.10458669999999999,1.411153314,4.149301675,0.9022469870000001,0.298599477,0.16619018,0.187139453,0.138197601,0.016684046,0.231884058,0.8013392859999999,0.125,6.640625,6.515625,0.127006087,1.0
0.055493941,0.183430657,0.15090024300000002,0.226350365,0.07545012200000001,1.588013858,8.990048202999999,0.9328347859999999,0.427755254,0.0,0.18435486899999998,0.13371745,0.018518519,0.26666666699999997,1.795625,0.0078125,7.0,6.9921875,0.316103959,1.0
0.055815131,0.21079213800000002,0.166599166,0.243478261,0.076879095,2.926780705,15.253786800000002,0.914634012,0.412919466,0.24064324,0.20004181199999999,0.159106931,0.020100503,0.26666666699999997,0.62265625,0.15625,6.390625,6.234375,0.11974380400000001,1.0
0.055524094,0.173151025,0.148266004,0.215090118,0.066824114,1.7598529440000001,6.471363967,0.9340606690000001,0.5125622479999999,0.0,0.17568186800000002,0.149386704,0.019900498,0.253968254,0.8071120690000001,0.0078125,6.5625,6.5546875,0.19049038,1.0
0.062446727,0.18980940300000002,0.133773825,0.23855146100000002,0.10477763699999999,1.661060846,10.89410786,0.9343233740000001,0.467826478,0.0,0.184850897,0.139378258,0.02507837,0.275862069,1.7525,0.078125,6.7265625,6.6484375,0.349767537,1.0
0.048974549000000006,0.176618005,0.152603406,0.209489051,0.056885645,1.628578866,5.586837138,0.907214973,0.302814314,0.185474453,0.182630135,0.147350977,0.019900498,0.262295082,1.036865234,0.140625,6.8203125,6.6796875,0.205847953,1.0
0.057606383,0.204407065,0.156131203,0.24844407100000002,0.092312868,1.197040616,4.109993679,0.922524307,0.394561292,0.0,0.196463262,0.168037876,0.01814059,0.275862069,1.0951286759999999,0.1484375,6.59375,6.4453125,0.25901515199999997,1.0
0.057122814,0.208774796,0.139673279,0.235239207,0.09556592800000001,6.995045482,112.6479884,0.907622147,0.319069058,0.090011669,0.191310915,0.080595084,0.015717092,0.22535211300000002,0.160571809,0.09375,0.4296875,0.3359375,0.14206269,1.0
0.053930062,0.20338389699999998,0.15404900800000002,0.239323221,0.08527421199999999,4.038263467,50.59146239,0.927145397,0.29627712,0.090011669,0.19600602,0.081017495,0.015810277,0.19512195100000002,0.147273936,0.09375,0.375,0.28125,0.176328502,1.0
0.05186218,0.202495127,0.153190383,0.228693957,0.075503574,4.196509548,45.86416062,0.9124140479999999,0.284872223,0.09005848,0.191461682,0.06582744900000001,0.016243655,0.21052631600000002,0.16778273800000001,0.09375,0.65625,0.5625,0.10569105699999999,1.0
0.058334877,0.206197827,0.14936535199999998,0.24285877600000003,0.093493425,5.251239064,74.42649286,0.929916286,0.38185332299999997,0.08997141199999999,0.19376934699999998,0.078362852,0.015732547,0.253968254,0.161783854,0.09375,0.65625,0.5625,0.133274232,1.0
0.056284804,0.208430493,0.148161435,0.242331839,0.094170404,6.983667487000001,116.95930929999999,0.9240994659999999,0.314006474,0.090089686,0.194920925,0.06347518,0.015670911000000003,0.219178082,0.147959184,0.09375,0.3671875,0.2734375,0.09880952400000001,1.0
0.054969105,0.202232811,0.152484683,0.241116406,0.088631722,4.057908575,44.44703926,0.914799705,0.299862702,0.08996596300000001,0.193808189,0.083127893,0.016260163,0.25,0.23018292699999998,0.0078125,1.984375,1.9765625,0.11699604699999999,1.0
0.052350651,0.20153594800000002,0.16379085,0.235620915,0.071830065,5.417712763,66.0911654,0.9096925029999999,0.295222308,0.090130719,0.19358899699999998,0.081504732,0.016145308,0.262295082,0.256893382,0.0078125,3.2421875,3.234375,0.081759625,1.0
0.054554303,0.21451612899999997,0.15580645199999998,0.236891496,0.08108504400000001,3.844959386,33.68011344,0.903755352,0.271601074,0.090117302,0.198295356,0.112022748,0.017679558,0.275862069,0.277018229,0.0078125,2.0703125,2.0625,0.092992424,1.0
0.05675451,0.21061583600000003,0.159706745,0.24161290300000002,0.08190615799999999,6.230334767,85.99679162,0.905979077,0.30796487699999997,0.090117302,0.198778046,0.072135733,0.017897092,0.150943396,0.145559211,0.09375,0.421875,0.328125,0.126769627,1.0
0.054641792,0.218515815,0.162992701,0.257518248,0.09452554699999999,3.957725499,34.319165399999996,0.911215179,0.257629435,0.090097324,0.206312235,0.073051326,0.015794669,0.19753086399999997,0.159201389,0.09375,0.3828125,0.2890625,0.244471744,1.0
0.07952756700000001,0.111176471,0.046735294000000004,0.196823529,0.150088235,23.53806144,671.8342411,0.90191357,0.562834234,0.0,0.11777770300000001,0.091146586,0.015640274,0.275862069,0.0078125,0.0078125,0.0078125,0.0,0.0,1.0
0.081246862,0.102789243,0.022764227999999997,0.18824265199999998,0.165478424,27.95290068,903.7890859999999,0.893299752,0.553552621,0.0,0.10578202699999999,0.087918173,0.016129031999999998,0.26666666699999997,0.0078125,0.0078125,0.0078125,0.0,0.0,1.0
0.081312548,0.10278751,0.025163747,0.188941356,0.163777609,24.7051185,714.6968949,0.891347812,0.57677811,0.0,0.10700936400000001,0.075906856,0.016,0.222222222,0.0078125,0.0078125,0.0078125,0.0,0.0,1.0
0.08308251400000001,0.10621387300000001,0.045520230999999994,0.200086705,0.154566474,26.87967507,812.2040859,0.8839257359999999,0.604148942,0.0,0.11900630300000001,0.092960948,0.016359918,0.17582417600000003,0.0078125,0.0078125,0.0078125,0.0,0.0,1.0
0.080917867,0.06124491,0.008307155,0.129656777,0.12134962199999999,15.891001600000001,402.9326102,0.906001229,0.561683715,0.0,0.082525588,0.087384208,0.015810277,0.271186441,0.007978723,0.0078125,0.015625,0.0078125,0.043478261,1.0
0.082881544,0.11696417699999999,0.082282939,0.204857316,0.12257437800000001,27.7051186,896.650347,0.900402888,0.584463622,0.0,0.130673638,0.09038044199999999,0.016614746,0.23880597,0.0078125,0.0078125,0.0078125,0.0,0.0,1.0
0.083799544,0.086858639,0.017591623,0.17316753899999998,0.155575916,20.30714636,577.3697762,0.939914378,0.6876427079999999,0.0,0.096725277,0.100796329,0.016393443,0.271186441,0.008184524,0.0078125,0.0234375,0.015625,0.048780488,1.0
0.08147064799999999,0.109892473,0.060215054000000004,0.192688172,0.132473118,22.40086595,560.1227892999999,0.854878206,0.505371009,0.0,0.119976656,0.081201173,0.015794669,0.262295082,0.0078125,0.0078125,0.0078125,0.0,0.0,1.0
0.086955451,0.10067086,0.01408805,0.191949686,0.177861635,23.86044523,615.5273912,0.8528584290000001,0.557141931,0.0,0.106860842,0.094922696,0.015794669,0.262295082,0.0078125,0.0078125,0.0078125,0.0,0.0,1.0
0.08050773900000001,0.09824561400000001,0.02920078,0.176842105,0.147641326,22.64938378,592.5633813,0.908473066,0.617015329,0.0,0.100905502,0.081574582,0.01760176,0.275862069,0.0078125,0.0078125,0.0078125,0.0,0.0,1.0
0.066930404,0.14097053699999998,0.12447140400000001,0.242634315,0.118162912,2.384671522,10.23994843,0.919990545,0.48410065799999996,0.133934142,0.16950575899999998,0.110565779,0.017410229,0.26666666699999997,0.216145833,0.0078125,0.8359375,0.828125,0.143081761,1.0
0.064859684,0.149953632,0.11165378699999999,0.22698609,0.11533230300000001,1.801983649,6.461428412999999,0.9376486470000001,0.577806756,0.116846986,0.16331310599999999,0.10184148,0.015655577,0.26666666699999997,0.272518382,0.0078125,0.6640625,0.65625,0.423809524,1.0
0.06862655299999999,0.173488915,0.098833139,0.21122520399999997,0.112392065,2.67033497,12.89599691,0.9339886159999999,0.566987362,0.09687281199999999,0.160925335,0.09751346400000001,0.019900498,0.271186441,1.143028846,0.09375,6.4296875,6.3359375,0.139334155,1.0
0.067179041,0.148100749,0.118938053,0.229108237,0.110170184,1.764015844,6.96166172,0.952890369,0.626022586,0.14162015,0.16485994699999998,0.12695552300000001,0.016494845,0.275862069,0.275275735,0.0078125,3.3203125,3.3125,0.080403087,1.0
0.06785497900000001,0.163195266,0.12122288,0.246311637,0.125088757,1.85887734,6.621257836,0.9233223890000001,0.46238465,0.130887574,0.177427698,0.111031616,0.017660044,0.16,0.241508152,0.0078125,2.578125,2.5703125,0.10555402,1.0
